feature_idx,label,channel,band,f_stat,p_value,cohen_d,abs_d,mean_disease,mean_control,n_disease,n_control,rank
1,Fp1_Theta,Fp1,Theta,245.3402823949125,4.2553256190720934e-55,0.17318627225257674,0.17318627225257674,0.06362396816863711,0.05621542828545022,18067,14947,46
83,P4_all_bands,P4,all_bands,226.99320588512893,3.9927205573612934e-51,0.1665848350804609,0.1665848350804609,-5.888133367738743e-06,-4.691787085304122e-05,18067,14947,47
70,Cz_Alpha,Cz,Alpha,215.94288186600565,9.896798587949276e-49,-0.16247946500924682,0.16247946500924682,0.018765127957338496,0.02193254287170678,18067,14947,48
22,C4_Alpha,C4,Alpha,210.43502711625803,1.546532219881722e-47,-0.16039397445814013,0.16039397445814013,0.01893056385584545,0.022473588809954276,18067,14947,49
57,T5_Theta,T5,Theta,159.02086600698343,2.2465929979915933e-36,0.13942995623686508,0.13942995623686508,0.06835911009343953,0.06192578901528946,18067,14947,50
67,Fz_Beta,Fz,Beta,143.72324033903476,4.78389080166686e-33,-0.1325539073020251,0.1325539073020251,0.004863294407964259,0.0054167552003149145,18067,14947,51
33,O1_Theta,O1,Theta,137.28225748932752,1.2085719467524578e-31,0.12954964881086167,0.12954964881086167,0.06557357589301911,0.05986537101269841,18067,14947,52
37,O2_Theta,O2,Theta,136.02763175483884,2.2674888344518107e-31,0.12895631144612144,0.12895631144612144,0.0655567392341231,0.059925184359422,18067,14947,53
29,P4_Theta,P4,Theta,131.57439878132197,2.1171095368748423e-30,0.12682787941909507,0.12682787941909507,0.061094970502056395,0.05594141888521945,18067,14947,54
82,P3_all_bands,P3,all_bands,123.11816676386148,1.4759970713305128e-28,0.12268461490401435,0.12268461490401435,3.34269496943139e-05,2.917233565979627e-07,18067,14947,55
0,Fp1_Delta,Fp1,Delta,113.92082621002137,1.498455388787625e-26,0.11801320278883223,0.11801320278883223,0.9061564596247462,0.8982580952664311,18067,14947,56
4,Fp2_Delta,Fp2,Delta,99.1696355557541,2.5003038559004815e-23,0.11010787788736488,0.11010787788736488,0.9055563722788863,0.8981192539694317,18067,14947,57
93,Cz_all_bands,Cz,all_bands,90.21691623022708,2.272814886221137e-21,-0.10502024400020998,0.10502024400020998,-1.2654030913488135e-05,1.0824735214723339e-05,18067,14947,58
25,P3_Theta,P3,Theta,89.92858656600858,2.628344354385892e-21,0.10485228944427742,0.10485228944427742,0.06156436400362471,0.05724761200523074,18067,14947,59
92,Fz_all_bands,Fz,all_bands,83.12773582073193,8.114557703515871e-20,0.10080962744442225,0.10080962744442225,-1.8539940112629945e-05,-4.270906238095112e-05,18067,14947,60
7,Fp2_Beta,Fp2,Beta,81.19172565348602,2.1557938070830314e-19,-0.09962880471391651,0.09962880471391651,0.006518987855573111,0.007120707081476689,18067,14947,61
80,C3_all_bands,C3,all_bands,78.32988114019074,9.14408373126163e-19,0.09785719608421886,0.09785719608421886,-4.164388121226543e-07,-1.9971304029046756e-05,18067,14947,62
73,Pz_Theta,Pz,Theta,74.16749137757316,7.489381232025445e-18,0.09522167766516729,0.09522167766516729,0.060024806404660236,0.05617888002911653,18067,14947,63
79,F4_all_bands,F4,all_bands,71.22588067945811,3.313957449857963e-17,0.0933142452760594,0.0933142452760594,1.925006978844308e-05,-5.995464666404849e-06,18067,14947,64
11,F3_Beta,F3,Beta,62.60548360086771,2.6039290888347174e-15,-0.0874853273627647,0.0874853273627647,0.0056970067290683405,0.006155240822606376,18067,14947,65
19,C3_Beta,C3,Beta,45.97561812158708,1.2174807487789727e-11,-0.07497091690425611,0.07497091690425611,0.004533898783479882,0.004867353137320833,18067,14947,66
21,C4_Theta,C4,Theta,45.044657405253304,1.95703550787441e-11,0.07420799163784506,0.07420799163784506,0.057866527114711144,0.05494115338280623,18067,14947,67
17,C3_Theta,C3,Theta,44.01965229808254,3.301146089094158e-11,0.07335882015168514,0.07335882015168514,0.057826511852744907,0.05494778818432137,18067,14947,68
23,C4_Beta,C4,Beta,42.98853113433805,5.587302123123463e-11,-0.07249454642534729,0.07249454642534729,0.004550030865568045,0.0048720706182764995,18067,14947,69
48,T3_Delta,T3,Delta,35.04127869649901,3.2597373686924667e-09,0.0654514099876043,0.0654514099876043,0.8980323557370873,0.8934710386982805,18067,14947,70
15,F4_Beta,F4,Beta,33.77830983357458,6.233076949294841e-09,-0.06426107573857534,0.06426107573857534,0.005814700108279894,0.006134590808401578,18067,14947,71
69,Cz_Theta,Cz,Theta,29.610521692243445,5.319263790748942e-08,0.060166128022371035,0.060166128022371035,0.0576207971047747,0.05524860071707646,18067,14947,72
44,F8_Delta,F8,Delta,28.801980219368918,8.0708741692046e-08,0.05933899790367314,0.05933899790367314,0.901314602569327,0.8973214602062625,18067,14947,73
12,F4_Delta,F4,Delta,22.928910030427083,1.6883242493516919e-06,0.05294448632043958,0.05294448632043958,0.9082033549665969,0.9048797731793764,18067,14947,74
43,F7_Beta,F7,Beta,20.761671049294645,5.219973347703191e-06,-0.050380234751832745,0.050380234751832745,0.0069333009011642265,0.00729941434615213,18067,14947,75
87,F8_all_bands,F8,all_bands,18.706478246381018,1.5291054307840895e-05,0.0478217043927207,0.0478217043927207,2.9895312463098514e-05,1.5938662919242336e-05,18067,14947,76
78,F3_all_bands,F3,all_bands,16.545280796633236,4.761228649606108e-05,-0.04497447526983537,0.04497447526983537,-1.3556607030330706e-05,-2.7680326335260796e-06,18067,14947,77
85,O2_all_bands,O2,all_bands,15.130463001301035,0.00010052775876668724,-0.043008583867297945,0.043008583867297945,-1.3374774702473615e-05,2.5654507583220776e-06,18067,14947,78
47,F8_Beta,F8,Beta,11.91006427426811,0.0005590130121077688,-0.03815804242634717,0.03815804242634717,0.00647954149933635,0.006706259915061969,18067,14947,79
71,Cz_Beta,Cz,Beta,9.037737574209919,0.002646615363062006,-0.03323983790685877,0.03323983790685877,0.004695482933246023,0.004838863483131123,18067,14947,80
16,C3_Delta,C3,Delta,5.810043508174264,0.01594033046760901,0.02665132014607375,0.02665132014607375,0.9187751030702284,0.9172834683532206,18067,14947,81
55,T4_Beta,T4,Beta,4.657735435132595,0.030921125176498334,-0.023862527514717694,0.023862527514717694,0.006838724373694836,0.006994506268093529,18067,14947,82
88,T3_all_bands,T3,all_bands,4.64203604227653,0.031205179173034378,0.023822277975799198,0.023822277975799198,1.4511225946856157e-05,9.070960128179657e-06,18067,14947,83
52,T4_Delta,T4,Delta,3.9662082673347925,0.04643042052446719,0.022019973483946336,0.022019973483946336,0.9005582572245454,0.8990828727343495,18067,14947,84
68,Cz_Delta,Cz,Delta,2.4046742569365955,0.12098288940690252,0.017145776606922306,0.017145776606922306,0.9189185920046404,0.9179799929280854,18067,14947,85
20,C4_Delta,C4,Delta,2.311153866588888,0.12845824442400924,0.016809061411591133,0.016809061411591133,0.9186528781638753,0.9177131871889629,18067,14947,86
64,Fz_Delta,Fz,Delta,1.952062431517105,0.16237416792361778,0.015448128936483178,0.015448128936483178,0.9050697372589983,0.9040563155637288,18067,14947,87
84,O1_all_bands,O1,all_bands,1.4584842103582476,0.22718010478822157,-0.013353032309156427,0.013353032309156427,2.61543951568533e-05,2.9649865664835333e-05,18067,14947,88
90,T5_all_bands,T5,all_bands,1.3967973617496618,0.23726904663897824,-0.013067597133844528,0.013067597133844528,5.8577409226e-06,8.768634754839524e-06,18067,14947,89
8,F3_Delta,F3,Delta,1.3389700788849777,0.2472240511612421,-0.012794239319441342,0.012794239319441342,0.9064705171824389,0.9072685823184459,18067,14947,90
86,F7_all_bands,F7,all_bands,0.3636008922120203,0.5465173040220124,-0.006667169617927263,0.006667169617927263,-1.7980190749234117e-05,-1.61084931333866e-05,18067,14947,91
89,T4_all_bands,T4,all_bands,0.28034823677030896,0.5964766213175069,-0.005854340097871997,0.005854340097871997,-3.6300461102777135e-06,-1.8861430248181695e-06,18067,14947,92
81,C4_all_bands,C4,all_bands,0.1093734514068992,0.7408606818325187,-0.003656663463618024,0.003656663463618024,9.980961949631326e-06,1.0712864833331217e-05,18067,14947,93
77,Fp2_all_bands,Fp2,all_bands,0.047335403627521595,0.8277678359626353,0.002405592584186244,0.002405592584186244,-3.627359474132665e-05,-3.685866627072902e-05,18067,14947,94
40,F7_Delta,F7,Delta,0.00045441890543662525,0.9829928290651613,0.0002356987230111313,0.0002356987230111313,0.8984025929665287,0.898386677752262,18067,14947,95
