feature_idx,label,channel,band,f_stat,p_value,cohen_d,abs_d,mean_disease,mean_control,n_disease,n_control,rank
83,P4_all_bands,P4,all_bands,21.090958868534365,4.4005106558783645e-06,-0.0581867104197392,0.0581867104197392,-6.169631384869896e-05,-4.703527453779749e-05,10444,15437,82
94,Pz_all_bands,Pz,all_bands,19.064681787608922,1.2685194535912998e-05,0.05532105110008562,0.05532105110008562,-1.0224021832185086e-05,-2.1577463379019604e-05,10444,15437,83
40,F7_Delta,F7,Delta,17.15254812002353,3.4604008201132606e-05,0.052473491924200234,0.052473491924200234,0.9017396461398319,0.8981262395050562,10444,15437,84
37,O2_Theta,O2,Theta,16.131222531502402,5.926839002241387e-05,0.050887285400754094,0.050887285400754094,0.06259521500873777,0.06034414168626294,10444,15437,85
71,Cz_Beta,Cz,Beta,14.178513823724304,0.00016662590304184548,-0.04770797667004502,0.04770797667004502,0.0046537859085269825,0.004882089514697226,10444,15437,86
82,P3_all_bands,P3,all_bands,11.113716790478543,0.0008581182118603167,0.04223819058726656,0.04223819058726656,1.004787587176287e-05,7.682943034077697e-07,10444,15437,87
81,C4_all_bands,C4,all_bands,9.103763054531111,0.0025533206279085394,-0.0382283994736418,0.0382283994736418,2.1872372736229372e-06,8.856127628081532e-06,10444,15437,88
48,T3_Delta,T3,Delta,4.847980577483228,0.027687309412265732,0.02789690852371216,0.02789690852371216,0.895207558679974,0.8931210717496529,10444,15437,89
86,F7_all_bands,F7,all_bands,4.76638264247417,0.029029693243225463,0.02766114128292289,0.02766114128292289,-1.2304696408337731e-05,-1.9431990076042212e-05,10444,15437,90
16,C3_Delta,C3,Delta,3.993938860058418,0.04567464031296717,0.02532073738085671,0.02532073738085671,0.9181426252151854,0.9166636764971812,10444,15437,91
19,C3_Beta,C3,Beta,2.3511947482636915,0.12519925353284814,-0.01942763539057184,0.01942763539057184,0.004816627311335183,0.004921935005777596,10444,15437,92
23,C4_Beta,C4,Beta,2.029481978101826,0.15428524154579268,-0.0180496274467743,0.0180496274467743,0.004833020270046396,0.004932093459561968,10444,15437,93
20,C4_Delta,C4,Delta,1.680145492931631,0.1949166800699192,0.01642287125730687,0.01642287125730687,0.9180108697779222,0.9170561945745103,10444,15437,94
68,Cz_Delta,Cz,Delta,0.07546534126052695,0.7835415802303407,-0.003480562308775708,0.003480562308775708,0.9171520493421645,0.9173552367427587,10444,15437,95
